PaperId,AuthorId,Name,Affiliation
652,338313,M. Leskelä,"Department of Chemistry, University of Helsinki, P.O. Box 55, FIN-00014 Helsinki, Finland"
652,491438,V. Gostilo,"Bruker Baltic, Ganibu dambis 26, P.O. Box 33, Riga LV-1005, Latvia"
652,811054,A. N. Danilewsky,"Kristallographisches Institut, University of Freiburg, Freiburg 79104, Germany"
652,862986,I. Lisitsky,"GIREDMED, Institute of Rare Metals, Moscow, Russia"
652,870620,H. Sipilä,"Oxford Instruments Analytical Oy, Espoo FIN-02631, Finland"
652,1438728,A. Lankinen,"Department of Micro and Nanosciences, Helsinki University of Technology, P.O. Box 3500, 02015 TKK, Finland"
652,1602245,H. Lipsanen,"Department of Micro and Nanosciences, Helsinki University of Technology, P.O. Box 3500, 02015 TKK, Finland"
652,1935011,M. Kuznetsov,"GIREDMED, Institute of Rare Metals, Moscow, Russia"
653,319114,Yusu Wang,Department of Computer Science|Duke University
654,150094,Frank Mckeon,Harvard Medical School Department of Cell Biology 200 Longwood Avenue SGM 408 Boston MA 02115 USA
654,265477,John Castellot,Tufts University School of Medicine Department of Anatomy and Cellular Biology 136 Harrison Avenue Boston MA 02111 USA
654,571083,Joan Lemire,Tufts University School of Medicine Department of Anatomy and Cellular Biology 136 Harrison Avenue Boston MA 02111 USA
654,1122146,Joshua W. Russo,Tufts University School of Medicine Department of Anatomy and Cellular Biology 136 Harrison Avenue Boston MA 02111 USA
654,2215011,Lan Wei,Tufts University School of Medicine Department of Anatomy and Cellular Biology 136 Harrison Avenue Boston MA 02111 USA
655,11512,Tzilla Elrad,
655,1393126,Atef Bader,
655,2162180,Faisal Akkawi,
656,435547,Susumu Horiguchi,
656,584448,Kin'ya Takahashi,
656,639973,Kunihito Yamamori,
656,1567645,Ikuo Yoshihara,
657,618219,Bradley E. Bishop,
657,1874665,Daniel J. Stilwell,
658,123292,Delfim F. M. Torres,
658,562395,Gastão S. F. Frederico,
659,47423,S CECCATELLI,
659,194133,J FAHRENKRUG,
659,1311217,T HOKFELT,
660,2205787,Timo Burkard,
661,620497,Jean-francois Puget,
662,2119278,L. Alan Winters,
663,1864062,J Takacs,
663,2125762,P Petrusz,
663,2286876,J Hamori,
664,71075,P. Dova,
664,1339266,M. F. Doerner,
664,1945946,M. Mirzamaan,
664,2288904,K. O'Grady,
665,807931,Xuelei Zhao,
665,1801386,Sergio Albeverio,
666,1696249,Louis E. Rosier,
666,1861538,Shlomo Moran,
666,2018731,Oscar H. Ibarra,
667,724819,Karen Holtzblatt,
667,1835715,Hugh R. Beyer,
668,378997,Don Mackay,
668,1783302,Alison J. Fraser,
668,1890070,Matthew MacLeod,
669,1590466,Christine M. Darden,NASA Langley Research Center
670,578513,Keiichi Yasumoto,
670,770272,Teruo Higashino,
670,1447093,Masayuki Kirimura,
670,2171836,Hisaaki Katagiri,
670,2175198,Kenichi Taniguchi,
671,357397,S. V. Grigoriev,Petersburg Nuclear Physics Institute
671,942920,A. V. Syromyatnikov,Petersburg Nuclear Physics Institute
671,1104065,V. P. Plakhty,"Petersburg Nuclear Physics Institute, Gatchina, Leningrad District 188300, Russia"
671,1827727,S. V. Maleyev,Petersburg Nuclear Physics Institute
671,2251537,A. I. Okorokov,Petersburg Nuclear Physics Institute
672,682709,Chung-Chieh Lee,Dept of Electrical Engineering|Northwestern University|Motorola Laboratory
672,1013059,Robert J. O'Dea,Dept of Electrical Engineering|Northwestern University|Motorola Laboratory
672,1129663,Hyunjeong Lee,Dept of Electrical Engineering|Northwestern University|Motorola Laboratory
672,1399142,Lance E. Hester,Dept of Electrical Engineering|Northwestern University|Motorola Laboratory
673,974273,Zhangqin Huang,School of Software Engineering|Beijing|University of Technology
673,978773,Shufeng Wang,College of Computer Science and Technology|University of Technology
673,1157873,Yong Zhang,National University of Singapore
673,1569373,Yibin Hou,School of Software Engineering|Beijing|University of Technology
673,1690542,Yong Zhang,College of Computer Science and Technology|University of Technology
673,1701416,Rui Cheng,College of Computer Science and Technology|University of Technology
674,550791,Alan Borning,
674,1855287,Michael Sannella,
675,202159,Marcela M. Torres,"Department of Psychology, The Pennsylvania State University, University Park, PA 16802, USA"
675,371729,Hannah-Lise T. Schofield,"Department of Psychology, The Pennsylvania State University, University Park, PA 16802, USA"
675,1201750,Karen Linn Bierman,Pennsylvania State University
675,1201750,Karen L. Bierman,"The Pennsylvania State University, 251 Moore Building, University Park, PA 16802, USA"
676,165179,Susan M. J. Dunn,
676,317239,Alan L. Hudson,
676,381343,Amitabh Jha,
676,491464,Dale E. Edmondson,
676,579812,Randy M. Whittal,
676,720275,Jonathan W. Martin,University of Alberta
676,1031367,Haitao You,
676,1113444,Glen B. Baker,
676,1557529,G. Reid McDonald,
676,1998870,Jonathan W. Martin,
676,2225473,Andrew Holt,
677,45916,Juan J. Rodríguez-Andina,
677,476926,Fabian Vargas,
677,503961,Jorge Semião,
677,776760,Marcelino B. Santos,
677,933309,Isabel C. Teixeira,
677,1060169,Paulo J. Teixeira,
677,1251405,Judit Freijedo,
677,2008976,Paulo Teixeira,Instituto Politécnico do Cavado e do Ave
678,207567,David M. Wolock,U. S. Geological Survey
678,615416,Carol Kendall,
678,966580,Thor E. Smith,
678,1949362,Jeffrey J. McDonnell,Department of Forest Engineering|Oregon State University
678,1997205,James B. Shanley,
679,460623,Michel C. Desmarais,
679,757662,Eduard Metzker,
679,766281,Ahmed Seffah,
680,573440,Michael Kishinevskyt,
680,647791,A. Yakovlev,
680,900499,Alex Kondratyev,
680,952028,Luciano Lavagno,
680,1675710,Jordi Cortadella,
681,164714,Irina Petropavlovskikh,"Cooperative Institute for Research in the Environmental Sciences, University of Colorado, Boulder, Colorado, USA"
681,220196,George Tiao,"Graduate School of Business, University of Chicago, Chicago, Illinois, USA"
681,425961,Vitali Fioletov,"Environment Canada, Toronto, Ontario, Canada"
681,638420,Alvin J. Miller,"NOAA/NWS/NCEP/Climate Prediction Center, Camp Springs, Maryland, USA"
681,999217,Donald J. Wuebbles,"Department of Atmospheric Sciences, University of Illinois, Champaign, Illinois, USA"
681,1126047,Airong Cai,"Department of Information and Decision Sciences, University of Illinois at Chicago, Chicago, Illinois, USA"
681,1476037,Elizabeth C. Weatherhead,"Cooperative Institute for Research in the Environmental Sciences, University of Colorado, Boulder, Colorado, USA"
681,1476163,Shi-Keng Yang,"NOAA/NWS/NCEP/Climate Prediction Center, Camp Springs, Maryland, USA"
719,2275344,A. A. Bartosik,
681,1759891,Ronald M. Nagatani,"NOAA/NWS/NCEP/Climate Prediction Center, Camp Springs, Maryland, USA"
681,1868573,Serge Guillas,"Georgia Institute of Technology, Atlanta, Georgia, USA"
681,1871000,Xiao-Li Meng,"Harvard University, Cambridge, Massachusetts, USA"
681,2083764,Gregory C. Reinsel,"Department of Statistics, University of Wisconsin, Madison, Wisconsin, USA"
681,2215966,Lawrence E. Flynn,"NOAA/NESDIS, Camp Springs, Maryland, USA"
682,179241,A. Mujica,MALTA Consolider Team|Departamento de Física Fundamental II|Universidad de La Laguna
682,387223,F. J. Manjón,
682,480657,N. Garro,Fundació General de la Universitat de València-ICMUV|Universitat de València
682,605443,A. Muñoz,MALTA Consolider Team|Departamento de Física Fundamental II|Universidad de La Laguna
682,1001685,P. Rodríguez-Hernández,MALTA Consolider Team|Departamento de Física Fundamental II|Universidad de La Laguna
682,1073989,S. Radescu,MALTA Consolider Team|Departamento de Física Fundamental II|Universidad de La Laguna
682,1458149,C. Y. Tu,
682,1725318,D. Errandonea,MALTA Consolider Team|Departamento de Física Aplicada|Universitat de València
683,236621,Jun Xu,Microsoft
683,1653889,Jun-Yi Yang,Laboratory of Plant Molecular Biology|Rockefeller University
683,1721808,Jun Xu,Laboratory of Plant Molecular Biology|Rockefeller University
683,1834089,Nam-Hai Chua,Laboratory of Plant Molecular Biology|Rockefeller University
683,2119864,Qi-Wen Niu,Laboratory of Plant Molecular Biology|Rockefeller University
684,72774,José RAGOT,Institut National Polytechnique|Centre de Recherche en Automatique de Nancy - CNRS
684,1346505,Didier MAQUIN,Institut National Polytechnique|Centre de Recherche en Automatique de Nancy - CNRS
684,1956968,Kondo ADJALLAH,Institut National Polytechnique|Centre de Recherche en Automatique de Nancy - CNRS
685,254890,P. Gschwend,
685,417336,F. Güttinger,
685,1297465,A. Uchtenhagen,
685,1529415,J. Rehm,
685,1580835,M. Hosek,
685,1611735,S. Eschmann,
686,709193,B. Stuart,
686,1005120,H. Curvers,
686,1518022,G. Schwartz,
686,2141104,S. Dunham,
687,484044,M. Frans Kaashoek,
687,641638,Chris Lesniewski-Laas,
688,1272698,Ruben Gonzalez,
688,1530869,Aster W Wardhani,
689,569486,Florent de Dinechin,Ecole Normale Superieure de Lyon
689,1783575,Arnaud Tisserand,Ecole Normale Superieure de Lyon
690,37512,Ian T Paulsen,"The Institute for Genomic Research,Johns Hopkins University"
690,40969,Liwei Zhou,The Institute for Genomic Research
690,154749,Lauren M Brinkac,The Institute for Genomic Research
690,180246,Ramana Madupu,The Institute for Genomic Research
690,267928,Jeremy D Peterson,The Institute for Genomic Research
690,295277,Claire M Fraser,"The Institute for Genomic Research,George Washington University Medical Center"
690,428089,Hoda Khouri,The Institute for Genomic Research
690,521798,Diana Radune,The Institute for Genomic Research
690,537511,Tanja M Davidsen,The Institute for Genomic Research
690,596384,Mark Hance,The Institute for Genomic Research
690,629896,Gerrit Voordouw,"Department of Biological Sciences, University of Calgary, 2500 University Dr. NW"
690,780375,Kevin Tran,The Institute for Genomic Research
690,827082,Sean C Daugherty,The Institute for Genomic Research
690,913748,Terry R Utterback,The Institute for Genomic Research
690,1091547,Nikhat Zafar,The Institute for Genomic Research
690,1200636,Daniel H Haft,The Institute for Genomic Research
690,1204535,Judy D Wall,"Biochemistry Department, University of Missouri-Columbia, 117 Schweitzer Hall"
690,1223546,William C Nelson,The Institute for Genomic Research
690,1227268,Robert J Dodson,The Institute for Genomic Research
690,1405778,Barbara Methe,The Institute for Genomic Research
690,1447248,Tamara V Feldblyum,The Institute for Genomic Research
690,1539589,A Scott Durkin,The Institute for Genomic Research
690,1603126,Jonathan A Eisen,"The Institute for Genomic Research,Johns Hopkins University"
690,1603126,Jonathan Eisen,University of California Davis
690,1653838,Jeremy Selengut,The Institute for Genomic Research
690,1833311,John Gill,The Institute for Genomic Research
690,1908755,Shelley A Haveman,"Department of Biological Sciences, University of Calgary, 2500 University Dr. NW"
690,1991744,Christopher L Hemme,"Biochemistry Department, University of Missouri-Columbia, 117 Schweitzer Hall"
690,1998870,Naomi Ward,"The Institute for Genomic Research,The Center for Marine Biotechnology"
690,2016996,John F Heidelberg,"The Institute for Genomic Research,The Center for Marine Biotechnology"
690,2027897,James F Kolonay,The Institute for Genomic Research
690,2039494,Steven A Sullivan,The Institute for Genomic Research
690,2041936,Robert T Deboy,The Institute for Genomic Research
690,2050091,Derrick Fouts,The Institute for Genomic Research
690,2215197,George Dimitrov,The Institute for Genomic Research
690,2280977,Rekha Seshadri,The Institute for Genomic Research
691,1354543,John P. Burrows,"Institute of Environmental Physics, University of Bremen, Bremen, Germany"
691,1760796,Miriam Sinnhuber,"Institute of Environmental Physics, University of Bremen, Bremen, Germany"
691,1920464,Arthur C. Aikin,"Institute for Astrophysics and Computational Sciences, Catholic University of America, Washington, D.C., USA"
691,2006781,Marco Scharringhausen,"German Aerospace Center, Institute of Space Systems, Bremen, Germany"
720,806340,Frank J. Ingrassia,
692,972279,Andrew Skabar,"School of Information Technology, Deakin University, 221 Burwood Highway, Burwood, Victoria 3125, Australia"
693,201679,Jong-Cheng Wu,"Department of Civil Engineering, Tamkang University, Taipei, Taiwan"
693,339923,Yu Wang,Tsinghua University China
693,375537,Pei-Hsuan Liao,"Department of Civil Engineering, Tamkang University, Taipei, Taiwan"
693,1080510,Yi-Hsuan Chen,"Department of Civil Engineering, National Chiao Tung University, Hsinchu, Taiwan"
693,1149931,Yen-Po Wang,"Department of Civil Engineering, National Chiao Tung University, Hsinchu, Taiwan"
693,1187300,Chien-Liang Lee,"Department of Civil Engineering, National Chiao Tung University, Hsinchu, Taiwan"
694,216360,A. Giorgi,
694,758915,G. R. Stewart,University of Florida
694,758915,G. Stewart,
694,1934644,J. Willis,
694,2262745,M. Wire,
695,830364,Egon Börger,
695,830364,Egon Börger,Università di Pisa
696,121099,Nicholas Bloom,Department of Economics|Centre for Economic Performance
696,610921,Mirko Draca,Centre for Economic Performance|London School of Economics|University College London
696,1973582,John Van Reenen,Centre for Economic Performance|London School of Economics
697,342608,Gianaurelio Cuniberti,
697,827052,Pino D'Amico,
697,1631060,Klaus Richter,
697,2014459,Dmitry A. Ryndyk,
698,454295,Anwar M. Haneef,
698,1219379,Raja Nagendra Kumar,
698,1792649,Roshin Thovarai,
699,1181887,Richard Anderson,
700,68774,Ivan S. Nikolaev,
700,658637,Willem L. Vos,
700,714688,Allard P. Mosk,
700,1164430,Christian Blum,
700,1164430,Christian Blum,University of Twente
700,2267095,Vinod Subramaniam,
701,51420,G. Hu,
701,485166,C. Karlsson,
701,502484,J. Larsson,
701,565774,M. Aspling,
701,620513,N. Hacohen,
701,1257479,N. Ali,
701,2163528,D. T. Scadden,
702,21444,Katja M. Arndt,Biochemisches Institut|ReVised Manuscript ReceiVed July
702,1189823,Kristian M. Müller,Biochemisches Institut|ReVised Manuscript ReceiVed July
702,2170206,Andreas Plückthun,Biochemisches Institut|ReVised Manuscript ReceiVed July
703,1961247,Farnam Jahanian,
704,1333246,Brigitte Oesterdiekhoff,
704,1514924,Rolf Wanka,
704,1921844,Friedhelm Meyer Auf Der Heide,
705,763439,J.F. Gieras,
705,1956728,G. I. Rozman,
706,1086796,G. S. Griesbach,
706,1411777,F. Gomez-pinilla,
706,1560065,L. Ying,B. J. Frey; University of Illinois at Urbana - Champaign
707,693618,P. Burgess,
707,907501,S. Casey,
707,987703,R. Hughes-Jones,
707,1058568,A. Szomoru,
707,1698584,M. Strong,
707,1928012,S. Kershaw,
707,2252241,R. E. Spencer,
708,34373,Daniela Feth,
708,1075461,Angelika Peer,
708,1579258,Martin Buss,
709,70989,T. Asokan,
709,70989,T ASOKAN,
710,723849,Evgenia Georgieva,
710,1300932,Tsvetozar Georgiev,
710,1809639,Stoyanka Smrikarova,
710,2040998,Margarita Teodosieva,
711,1020814,Amnon Yariv,"California Institute of Technology, Pasadena, California 91125"
711,1766572,K. Y. Lau,
712,1118373,Tarun K. Podder,"Thomas Jefferson University, Medical Physics Division, Philadelphia, PA, USA"
712,2076225,Ivan Buzurovic,"Thomas Jefferson University, Medical Physics Division, Philadelphia, PA, USA"
712,2241677,Yan Yu,"Thomas Jefferson University, Medical Physics Division, Philadelphia, PA, USA"
713,142383,Wilhelm Simon,Department of Organic Chemistry Swiss Federal Institute of Technology (ETH) CH-8092 Zurich Switzerland
713,193960,Andreas Manz,Department of Organic Chemistry Swiss Federal Institute of Technology (ETH) CH-8092 Zurich Switzerland
713,193960,Andreas. Manz,Korea Institute of Science and Technology Europe
714,489938,John N. Lygouras,
714,829915,Prodromos Chatziagorakis,Laboratory of Electronics|Department of Electrical and Computer Engineering|Democritus University of Thrace Xanthi
714,1815703,Georgios Ch. Sirakoulis,
715,258734,Michael Tager,
715,354476,Bibiana Beckmann,
715,1189225,Thomas Thuem,"University of Magdeburg, Germany"
715,1488160,Thomas Thum,
715,1611965,Jens Martens-Lobenhoffer,
715,2091135,Fortunato Scalera,
715,2115379,Stefanie M. Bode-Boger,
715,2253530,Jurgen Borlak,
716,656167,Guglielmo Scovazzi,Institute for Computational and Engineering Sciences|University of Texas at Austin
716,1086332,Thomas J. R. Hughes,Institute for Computational and Engineering Sciences|University of Texas at Austin
716,2081337,Victor M. Calo,Institute for Computational and Engineering Sciences|University of Texas at Austin
717,2080150,Austan Goolsbee,University of Chicago|American Bar Foundation
718,4616,Hilary W. Heuer,Center for Neuroscience|Section of Neurobiology|University of California Davis
718,1141660,Kenneth H. Britten,Center for Neuroscience|Section of Neurobiology|University of California Davis
719,433925,M. Lukaszewicz,
719,522266,K. Kostelidou,
719,1151334,G. Jagura-Burdzy,
719,1444807,C. M. Thomas,
719,2003349,G. D. Cooke,
721,158224,C. H. Shepherd-Themistocleous,
722,1277393,Jiri Sgall,
722,2208231,Pavel Pudlák,
723,1046080,Dan G. Blazer,
723,1319990,Christopher L. Ringwalt,
723,1447715,Andy C. Parrott,"Department of Psychology, Swansea University, Swansea SA2 8PP, UK"
723,1907411,Li-Tzy Wu,
723,2009846,Paolo Mannelli,
723,2232330,Ashwin A. Patkar,
724,1401479,Panos K. Chrysanthis,
724,1622341,Vincenzo Liberatore,
724,2126805,Kirk Pruhs,
724,2172628,Jonathan Beaver,
725,626402,Z. Ghassemlooy,
725,1013299,C. Lu,
725,1194227,M. F. Chiang,
725,1815997,H. Le Minh,
725,1873397,W. P. Ng,
726,874341,L. B. Huston,
726,1271677,P. Honeyman,
727,887019,Joe E. Bell,
727,1323001,Daniel W. Mccord,
728,758442,K J Sikkema,
728,1314519,L Y Stevenson,
728,1501504,W DiFranceisco,
728,1604210,A M Somlai,
728,1863433,D A Murphy,
728,2218368,J A Kelly,
729,99594,Jiliang Wang,"CSE Department, The Hong Kong University of Science and Technology, Hong Kong"
729,312518,Wei Dong,"CSE Department, The Hong Kong University of Science and Technology, Hong Kong"
729,1563354,Yunhao Liu,"CSE Department, The Hong Kong University of Science and Technology, Hong Kong"
729,1743630,Yuan He,"CSE Department, The Hong Kong University of Science and Technology, Hong Kong"
729,1860947,Mo Li,"School of Computer Engineering, Nanyang Technological University, Singapore"
730,617714,S. Chandavarkar,
730,1486232,J. B. Cohen,
730,1670067,K. S. Liang,
730,1886437,M. Kimura,
731,270250,Boris Dragovic,Microsoft Research
731,843900,Steven M. Hand,Microsoft Research
731,945785,Keir A. Fraser,Microsoft Research
731,1236801,Timothy L. Harris,Microsoft Research
731,1380537,Andrew K. Warfield,Microsoft Research
731,1618163,Anil V. S. Madhavapeddy,Microsoft Research
731,1624341,Ian A. Pratt,Microsoft Research
731,1731154,Alex C. Ho,Microsoft Research
731,1787490,Rolf Neugebauer,Microsoft Research
731,1829743,Paul R. Barham,Microsoft Research
731,1873215,Evangelos Kotsovinos,Microsoft Research
732,573376,D Bohmann,
732,1121007,A. M. Musti,
732,1648299,M Treier,
733,145197,Thelma Estrin,
733,256273,Frederik Nebeker,
734,66400,J. T. Gosling,
734,178501,E. C. Roelof,
734,188452,C. G. Maclennan,
734,1297528,R. B. Decker,
734,1788545,D. Lario,
734,2014236,G. C. Ho,
735,399888,Fumio Ishizu,Information Technology R&D Center|Mitsubishi Electric Corporation
735,1351130,Keishi Murakami,Information Technology R&D Center|Mitsubishi Electric Corporation
735,1794573,Ryoji Hayashi,Information Technology R&D Center|Mitsubishi Electric Corporation
736,1910369,Susanne Hoeber Rudolph,
737,671966,Wah Tung Lau,
737,852433,Jung-Tsung Shen,
737,2005517,Shanhui Fan,
738,139330,Barry V. L. Potter,
738,336754,Andrew M. Riley,
738,672351,Ana M. Rossi,
738,1625390,Colin W. Taylor,
738,2257273,Kana M. Sureshan,
739,476560,L. A. Crum,
740,1466815,D. A. Lawlor,
741,334589,J. W. McLver Jr.,
741,772156,N. S. Ostlund,
741,1522591,J. A. Pople,
742,1056198,Sandi Klavzar,"Department of Mathematics , PEF , University of Maribor"
742,1964109,Alenka Lipovec,"Department of Education , University of Maribor"
743,673595,Xian-he Sun,Department of Computer Science|Louisiana State University
744,725799,Zebo Peng,Embedded Systems Laboratory|Linkopings Universitet
744,1991520,Erik Larsson,Embedded Systems Laboratory|Linkopings Universitet
745,629475,Themis Matsoukas,
745,1517782,Yulan Lin,
746,1086056,S. T. Holland,
746,1440386,S. D. Barthelmy,
747,941033,M. Marchand,
747,1701077,R. Boadway,
747,2099011,N. Marceau,
748,211603,T. J. Freeman,"Space Sciences Laboratory, University of California, Berkeley"
748,1132143,G. K. Parks,"Geophysics Program, University of Washington, Seattle"
748,1496779,R. P. Lin,"Space Sciences Laboratory, University of California, Berkeley"
748,1919736,D. E. Larson,"Space Sciences Laboratory, University of California, Berkeley"
748,2205822,K. Meziane,"Space Sciences Laboratory, University of California, Berkeley"
749,134962,Matthias Staudacher,
750,342301,Jozsef Nemeth,
750,1188242,Istvan Kollar,
751,503553,N. Azemard,
751,619439,P. Maurine,
751,1296586,R. Wilson,
751,2090837,B. Lasbouygues,
751,2199686,Robin J. Wilson,
752,26803,W. F. A. Grose,
752,695262,N. M. M. Nibbering,
752,1141799,T. A. Eggelte,
753,1399921,W. Grosch,
754,161294,Bo Zhou,Aero-power Sci-tech Center|Nanjing University of Aeronautics and Astronautics
754,654853,Ying Liu,University of Texas Dallas
846,877497,Justin Olamit,
754,1344776,Sichen Fang,Aero-power Sci-tech Center|Nanjing University of Aeronautics and Astronautics
754,1570990,Ying Liu,Aero-power Sci-tech Center|Nanjing University of Aeronautics and Astronautics
755,293055,Surendra Prasad,
755,1743110,Monika Agrawal,
756,211014,Martin Erwig,
756,1373242,Markus Schneider,
757,16415,Bernhard Egger,
757,752418,Hyun-chul Park,University of California Santa Barbara
757,963768,Hyunchul Park,
757,1818296,Scott Mahlke,
757,2044697,Taewook Oh,
758,537151,Chuan-Xi Zhang,"Institute of Insect Sciences, Zhejiang University, Kaixuan Road 268, Hangzhou 310029, China"
758,680235,Jun-Qing Ge,"Institute of Insect Sciences, Zhejiang University, Kaixuan Road 268, Hangzhou 310029, China"
758,1437642,Chengshu Wang,Chinese Academy of Sciences
758,1437642,Cheng-Shu Wang,
758,1648953,Yan-Yuan Bao,"Institute of Insect Sciences, Zhejiang University, Kaixuan Road 268, Hangzhou 310029, China"
758,1890611,Yun-Po Zhao,
758,2017991,Mu-Wang Li,"Sericultural Research Institute, Chinese Academy of Agricultural Sciences, Zhenjiang 212018, China"
758,2262065,Yong-Ping Huang,
759,300975,Narayanan Sundaram,University of California at Berkeley
759,1001741,Thomas Brox,University of California at Berkeley
759,1808625,Kurt Keutzer,University of California at Berkeley
760,224539,U. Salvolini,Università Politecnica delle Marche Neuroradiologia Ancona Italy
760,410111,G. Giannatempo,
760,499976,T. Scarabino,
760,866801,Adalberto Lafcadio Simeone,Lancaster University
760,877443,M. Armillotta,
760,1496022,A. Simeone,
760,1972294,T. Popolizio,
760,2118786,A. Stranieri,
761,1900326,Joel Slemrod,
762,759104,Toshihisa Tanaka,
762,1243557,Osama A. Omer,
763,1760638,G LOPEZ,
764,1090819,Cyril Goutte,Department of M&hematical Modelling|Technical University of Denmark
764,2065406,Jan Larsen,Department of M&hematical Modelling|Technical University of Denmark
765,132181,Pasakorn Tangchanachaianan,
765,1101859,Boonserm Kijsirikul,
765,1182931,Teesid Korsrilabutr,
765,2194606,Ratthachat Chatpatanasiri,
766,2214324,Tobias Kind,
767,522826,Changli He,
767,961232,Timo Terasvirta,
768,478630,Eric Artiges,Inserm U 797|Research Unit ' ' Neuroimaging and Psychiatry|Neuroimaging and Psychiatry
768,650837,Christophe Pallier,Centre National de la Recherche Scientifique
768,650837,Christophe Pallier,
768,762487,Jamila Andoh,Inserm U 797|Research Unit ' ' Neuroimaging and Psychiatry|Neuroimaging and Psychiatry
768,857360,Denis Riviere,Structural Anatomy Group|IFR 49|Department of Adolescent Medicine|Maison de Solenn|Cochin Hospital
768,927715,Jean-Francois Mangin,Inserm U 797|Research Unit ' ' Neuroimaging and Psychiatry|Neuroimaging and Psychiatry
768,1610746,Marie-Laure Paillere,
768,2274155,Jean-Luc Martinot,Inserm U 797|Research Unit ' ' Neuroimaging and Psychiatry|Neuroimaging and Psychiatry
769,696173,M F SIMPSON,DEPARTMENT OF SURGERY
769,751963,S CRAWFORD,DEPARTMENT OF SURGERY
769,998969,M SPEIRS,DEPARTMENT OF SURGERY
769,1132891,Ian C. Robertson,Boise State University
769,1795694,I ROBERTSON,DEPARTMENT OF SURGERY
769,2245499,A MACDONALD,DEPARTMENT OF SURGERY
770,237757,Joel E. Richardson,Computer Sciences Department|University of Wisconsin
770,295887,Michael J. Carey,Computer Sciences Department|University of Wisconsin
770,430259,David M. Haight,Computer Sciences Department|University of Wisconsin
770,1670367,Daniel T. Schuh,Computer Sciences Department|University of Wisconsin
770,1976961,David J. DeWitt,Computer Sciences Department|University of Wisconsin
770,2011342,Eugene J. Shekita,Computer Sciences Department|University of Wisconsin
770,2085997,Scott L. Vandenberg,Computer Sciences Department|University of Wisconsin
770,2163629,Goetz Graefe,Computer Sciences Department|University of Wisconsin
771,1005893,Robert Kreczner,Department of Mathematics|Computing University of Wisconsin
772,2022611,Sang Lyul Min,School of Computer Science and Engineering|Seoul National University
772,2022611,Sang Lyul Min,Seoul National University
772,2126458,Jihong Kim,School of Computer Science and Engineering|Seoul National University
772,2203239,Woonseok Kim,School of Computer Science and Engineering|Seoul National University
773,401584,W. Yuan,
773,1054409,S. M. Pogwizd,
773,1215881,L. Li,
773,1266170,K. Schlotthauer,
773,2009362,D. M. Bers,
774,572324,A. K. Schmid,
775,189013,Chabane Djeraba,"IRIN, 2 rue de la Houssiniere, 44322 Cedex Nantes, France"
775,832971,Gregory Fernandez,"IRIN, 2 rue de la Houssiniere, 44322 Cedex Nantes, France"
776,1186885,Ibrahim Kamel,
776,2100870,Christos Faloutsos,
777,977389,Ramon Garrabou,
777,1297756,Marc Badia-Miro,Universitat de Barcelona
777,1297756,Marc Badia-Miró,
777,1608244,Enric Tello,
777,2203804,Francesc Valls,
778,330601,John D. Roberts,
778,2039251,George E. Hall,
779,373365,Subhojit Som,"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta,"
779,887606,Philip Schniter,"Department of Electrical and Computer Engineering, The Ohio State University, Columbus,"
780,44721,D. M. Lewis,
781,586553,Gabriel M. Rebeiz,"Electrical and Computer Engineering Department, University of California San Diego, La Jolla, CA, USA"
781,1144187,Yi-Chyun Chiou,"Electrical and Computer Engineering Department, University of California San Diego, La Jolla, CA, USA"
782,556091,Michaël Rusinowitch,
782,1342084,Paliath Narendran,
783,148974,C. Lacombe,
783,465699,D. V. Reames,
783,961697,A. F. Vinas,
783,1213675,C. J. Farrugia,
783,1259449,M. Maksimovic,
783,1350171,R. P. Lepping,
783,1453084,J. Bougeret,
783,1495224,J. D. Scudder,
783,1549326,D. B. Berdichevsky,
783,1646544,D. S. Evans,
783,1926419,C. Perche,
784,124315,Manoj Kumar,
784,199126,Kemal Ebcioglu,
785,94196,C. D. Rudd,
785,256773,P. Smith,
785,630502,A. C. Long,
785,1726260,M. Blagdon,
786,962074,Oh Sang-bong,
787,1059623,Carmen Theek,
787,1130022,Matthias König,
788,1948881,Giovanni Di Crescenzo,
789,1141644,Richard W. Ziolkowski,
789,1474938,D. Kent Lewis,
789,1516493,James V. Candy,
790,969122,Fred Von Lohmann,"Senior Intellectual Property Attorney, Electronic Frontier Foundation, 454 Shotwell Street, San Francisco, CA 94110, USA"
791,281628,Z HU,
791,303262,J PAN,
791,691696,Z LIN,
791,834572,G WANG,
791,1517878,L ZHANG,
792,1952867,Jeffrey A. Frankel,
793,2135701,Raymond Flood,Kellogg College Department of Continuing Education OX1 2JA Oxford UK
793,2199686,Robin J. Wilson,
793,2199686,Robin Wilson,The Open University MK7 6AA Milton Keynes England
794,680845,Mladen A. Vouk,Department of Computer Science|North Carolina State University
794,1202336,Prasanth Anbalagan,Department of Computer Science|North Carolina State University
795,193144,W. Badawy,
795,1653908,H. Kamel,
796,628733,Fabrizio Chiti,Department of Chemistry|University of Cambridge|Universitadegli Studi di Firenze
796,936854,Christopher M. Dobson,Department of Chemistry|University of Cambridge|Universitadegli Studi di Firenze
796,1874052,Martino Calamai,Department of Chemistry|University of Cambridge|Universitadegli Studi di Firenze
797,1536701,T. J. Sillitoe,
797,1968107,B. Nick Rossiter,
797,2136915,Michael A. Heather,
